dataset,precision,recall,f1
adults_anonymized_k03_emph_age.csv,0.60669235867042548,0.562926660506467,0.58398675597762717
adults_anonymized_k03_emph_race.csv,0.6082090433711641,0.56660732858628693,0.58666550459310796
adults_anonymized_k03_equal.csv,0.63166699117070091,0.60725466828555086,0.61921680073596863
adults_anonymized_k07_emph_age.csv,0.58039187589551766,0.53408245187087489,0.55627125646565712
adults_anonymized_k07_emph_race.csv,0.58258325598625904,0.53733119528683171,0.55903924959607199
adults_anonymized_k07_equal.csv,0.6146031465919114,0.57605618339577058,0.59470093216396436
adults_anonymized_k100_emph_age.csv,0.56142876849391699,0.51233318445695442,0.53574763409691406
adults_anonymized_k100_emph_race.csv,0.56810877363064038,0.51614646754157911,0.54086301466273934
adults_anonymized_k100_equal.csv,0.57943869680631455,0.53288931246367854,0.55518616876977078
adults_anonymized_k11_emph_age.csv,0.57563875635402273,0.52947448982731804,0.55158791072483493
adults_anonymized_k11_emph_race.csv,0.58034926923570751,0.53441399487783203,0.55642594200209328
adults_anonymized_k11_equal.csv,0.60600839619061575,0.56514804700859578,0.58485820949120382
adults_anonymized_k15_emph_age.csv,0.57064538528773778,0.52440168839880819,0.54654227635797248
adults_anonymized_k15_emph_race.csv,0.5679904325901427,0.5234738009810016,0.54482132545481798
adults_anonymized_k15_equal.csv,0.60415834150040137,0.55987760339508474,0.58116817999343606
adults_anonymized_k19_emph_age.csv,0.56693687441318619,0.52042274370960662,0.54267513419946123
adults_anonymized_k19_emph_race.csv,0.5755025661818336,0.52973958795824549,0.55166528052251329
adults_anonymized_k19_equal.csv,0.59661646528747769,0.55128955371374766,0.57305284967549297
adults_anonymized_k23_emph_age.csv,0.5719361661287119,0.52874453033165736,0.54948499124025474
adults_anonymized_k23_emph_race.csv,0.56857795994331206,0.52685515940176297,0.54691737160631015
adults_anonymized_k23_equal.csv,0.59508983246956304,0.55205264772830165,0.57275576136950446
adults_anonymized_k27_emph_age.csv,0.5654631461223073,0.52115243944790313,0.5423960824646501
adults_anonymized_k27_emph_race.csv,0.57075233565446282,0.52765078349125072,0.54834676198031684
adults_anonymized_k27_equal.csv,0.5943786532570362,0.5511902051065185,0.57195698035161358
adults_anonymized_k31_emph_age.csv,0.56408277055684042,0.52148371869749577,0.54194174745770762
adults_anonymized_k31_emph_race.csv,0.56626632399799326,0.52274386346512114,0.54362504929262023
adults_anonymized_k31_equal.csv,0.5917495624545549,0.54890191215297224,0.56951731480847345
adults_anonymized_k35_emph_age.csv,0.56681935555924579,0.52234588657202463,0.54366803430393174
adults_anonymized_k35_emph_race.csv,0.56340884381337908,0.5189642973635693,0.5402704974185556
adults_anonymized_k35_equal.csv,0.59122008987083086,0.54572016310755411,0.56755498155401218
adults_original_dataset.csv,0.67282148705104949,0.65804643492358517,0.66534806903713728
