dataset,precision,recall,f1
adults_anonymized_k03_emph_age.csv,0.50289888687583495,0.49379986662669273,0.49830357530127312
adults_anonymized_k03_emph_race.csv,0.50359274778907626,0.49436306552875886,0.49893355718673493
adults_anonymized_k03_equal.csv,0.54740209545806606,0.5407137076460623,0.54403582689544105
adults_anonymized_k07_emph_age.csv,0.51158491482804092,0.48992049034252416,0.50051285948731317
adults_anonymized_k07_emph_race.csv,0.5247219847932969,0.50255324821590119,0.51339423946342022
adults_anonymized_k07_equal.csv,0.55604042910673557,0.53739834351583293,0.54655656834572297
adults_anonymized_k100_emph_age.csv,0.56184592537201694,0.51468757061004444,0.53722736410573257
adults_anonymized_k100_emph_race.csv,0.56566128136811056,0.51518466532267626,0.53923569107716385
adults_anonymized_k100_equal.csv,0.57762115512712064,0.53172823056613761,0.55371759159235945
adults_anonymized_k11_emph_age.csv,0.53176948523514356,0.49860696548031525,0.51465157655563165
adults_anonymized_k11_emph_race.csv,0.54182059038543318,0.50931649257215306,0.52506044211611624
adults_anonymized_k11_equal.csv,0.56369835657695544,0.53782954284694429,0.55045698484607808
adults_anonymized_k15_emph_age.csv,0.54574606791084279,0.50745915717213419,0.5259012281781168
adults_anonymized_k15_emph_race.csv,0.54092925282236437,0.50460834668971322,0.52212684693849498
adults_anonymized_k15_equal.csv,0.56909339877862142,0.53832624192352962,0.5532760180431826
adults_anonymized_k19_emph_age.csv,0.54630560507944836,0.50779164530964682,0.52633507601778284
adults_anonymized_k19_emph_race.csv,0.55176664783809204,0.51349344211273162,0.53193838994363585
adults_anonymized_k19_equal.csv,0.57441750630982835,0.53912142641741001,0.55620398723266995
adults_anonymized_k23_emph_age.csv,0.55232165019343094,0.51236606620837355,0.53158511262678232
adults_anonymized_k23_emph_race.csv,0.55088435241159706,0.51186913634409437,0.53065472130156377
adults_anonymized_k23_equal.csv,0.57622600024515935,0.53766349659621127,0.55627174778287869
adults_anonymized_k27_emph_age.csv,0.54842888913830712,0.50838813258906868,0.52764642994749722
adults_anonymized_k27_emph_race.csv,0.55810723252609906,0.51843372744544847,0.53753302173876372
adults_anonymized_k27_equal.csv,0.57585520266910284,0.53739783798088459,0.55595008356912956
adults_anonymized_k31_emph_age.csv,0.54922979324286358,0.51107341334559508,0.52946148712249141
adults_anonymized_k31_emph_race.csv,0.55177405596553908,0.51057568121933272,0.53037391317658966
adults_anonymized_k31_equal.csv,0.58726221566396952,0.54668145979150862,0.56624140397603739
adults_anonymized_k35_emph_age.csv,0.55906568283426372,0.51521836032596879,0.53624545566487747
adults_anonymized_k35_emph_race.csv,0.54914993122070965,0.50765939297121798,0.52758445849454449
adults_anonymized_k35_equal.csv,0.58186015329230678,0.538327176064195,0.55924133865079262
adults_original_dataset.csv,0.6315817524008619,0.62041657838121556,0.62594841561206871
