dataset,precision,recall,f1
adults_anonymized_k3_emph_age.csv,0.79291608821041271,0.67541864887652547,0.72946134647702188
adults_anonymized_k3_emph_race.csv,0.79508236575073499,0.67110997451224663,0.72783436614320174
adults_anonymized_k3_equal.csv,0.84340141659765844,0.77319138278315014,0.80676345403840877
adults_anonymized_k7_emph_age.csv,0.78554372661106586,0.62373227220815042,0.69533448985693236
adults_anonymized_k7_emph_race.csv,0.78674051834832159,0.6219415575224041,0.69468655559357606
adults_anonymized_k7_equal.csv,0.8175853708614953,0.72853320573338165,0.77048554471994535
adults_anonymized_k100_emph_age.csv,0.77571645895008756,0.59435673535201494,0.67302713639580791
adults_anonymized_k100_emph_race.csv,0.77028739528102874,0.59084214649259847,0.6687098955750076
adults_anonymized_k100_equal.csv,0.77736027098481819,0.66179339402097226,0.71492977401904867
adults_anonymized_k11_emph_age.csv,0.78251192212757925,0.61318890126594749,0.68756620598236551
adults_anonymized_k11_emph_race.csv,0.78522989555611455,0.614714067235269,0.68957517397268442
adults_anonymized_k11_equal.csv,0.80661347089866187,0.71119253276525851,0.7558988484034348
adults_anonymized_k15_emph_age.csv,0.78243889804335365,0.61013876714532767,0.68560926817080659
adults_anonymized_k15_emph_race.csv,0.78480701903300898,0.61057028518325429,0.68678959049779309
adults_anonymized_k15_equal.csv,0.81236683247118191,0.70555627966720846,0.75519352837617115
adults_anonymized_k19_emph_age.csv,0.78523121574862487,0.60944278839010424,0.6862162132925157
adults_anonymized_k19_emph_race.csv,0.78284910553713316,0.60881241927925667,0.68493577468404887
adults_anonymized_k19_equal.csv,0.80488230502806457,0.69740044038687932,0.74727949747024303
adults_anonymized_k23_emph_age.csv,0.78361878253603712,0.60868004605203585,0.6851409850880974
adults_anonymized_k23_emph_race.csv,0.78515690645979952,0.60801688310889046,0.68530267947886347
adults_anonymized_k23_equal.csv,0.80324070749651333,0.69597541429687992,0.74575875170146633
adults_anonymized_k27_emph_age.csv,0.78219350047204028,0.60662425521514263,0.68328930535298116
adults_anonymized_k27_emph_race.csv,0.7843554702053176,0.60546352499408751,0.68337539461842434
adults_anonymized_k27_equal.csv,0.79900007310810461,0.6883824442219113,0.73956580527540494
adults_anonymized_k31_emph_age.csv,0.78688278533531952,0.60612701763393828,0.68477019135902784
adults_anonymized_k31_emph_race.csv,0.79028646683661763,0.60364111546506138,0.68445416396805414
adults_anonymized_k31_equal.csv,0.79462112094940374,0.68586289100930276,0.73623440522498984
adults_anonymized_k35_emph_age.csv,0.78869536243684801,0.60619307786381149,0.68549253803979904
adults_anonymized_k35_emph_race.csv,0.79392782019539954,0.60761856552919835,0.68837090004820944
adults_anonymized_k35_equal.csv,0.800576688024351,0.68486877851326999,0.73819080653809332
adults_original_dataset.csv,0.8918337171776558,0.83648279774469858,0.86326803585553979
