dataset,precision,recall,f1
adults_anonymized_k03_emph_age.csv,0.74202756319989249,0.67711031168207747,0.70806406150961732
adults_anonymized_k03_emph_race.csv,0.73793018415391809,0.67160695932597692,0.70319164901250353
adults_anonymized_k03_equal.csv,0.80977295183512932,0.77468371096061317,0.79183689661533774
adults_anonymized_k07_emph_age.csv,0.75024340466255901,0.63188761694342133,0.68598285461151287
adults_anonymized_k07_emph_race.csv,0.74711557836197984,0.62986534527157778,0.6834860946421053
adults_anonymized_k07_equal.csv,0.78655060522087517,0.74096621136284313,0.76307325664327008
adults_anonymized_k100_emph_age.csv,0.78532308477918988,0.60612679783613466,0.68414642681171522
adults_anonymized_k100_emph_race.csv,0.78124257021874655,0.60423683345217083,0.68138834134453763
adults_anonymized_k100_equal.csv,0.77477822716702449,0.69033851279530922,0.73011217723112942
adults_anonymized_k11_emph_age.csv,0.76742969199664879,0.61796250293430066,0.68461361607076598
adults_anonymized_k11_emph_race.csv,0.77080918532930887,0.6205157841198724,0.68753666793212742
adults_anonymized_k11_equal.csv,0.77480784302491446,0.72395807049179317,0.74851121246870089
adults_anonymized_k15_emph_age.csv,0.77639012394234908,0.61487986071852785,0.68624237903609742
adults_anonymized_k15_emph_race.csv,0.77621153554119626,0.61729968067775087,0.68766350338499371
adults_anonymized_k15_equal.csv,0.77997848127653202,0.72157017616354369,0.74962931543844036
adults_anonymized_k19_emph_age.csv,0.77803684344344881,0.61521156857383752,0.68709435705633193
adults_anonymized_k19_emph_race.csv,0.7806847601519038,0.6166704655053723,0.68902358429150456
adults_anonymized_k19_equal.csv,0.77669940688362371,0.7158677089771579,0.74503157812596021
adults_anonymized_k23_emph_age.csv,0.78138655917913113,0.61232724991625709,0.68659539033650563
adults_anonymized_k23_emph_race.csv,0.77121965156027394,0.61312293994508571,0.68313057888459494
adults_anonymized_k23_equal.csv,0.77590846377863587,0.71344735051331587,0.74335873018669751
adults_anonymized_k27_emph_age.csv,0.78831219524080576,0.61282395998273276,0.68956239486294835
adults_anonymized_k27_emph_race.csv,0.78118224018715721,0.61368601795835975,0.68735951292650399
adults_anonymized_k27_equal.csv,0.77367994091856951,0.70648463965029296,0.73853603691417402
adults_anonymized_k31_emph_age.csv,0.78534281682190799,0.61119947837585242,0.68740351024438728
adults_anonymized_k31_emph_race.csv,0.77630047967455129,0.61133191754241445,0.68399818524887246
adults_anonymized_k31_equal.csv,0.77557535738062933,0.7075787491570753,0.74000983038013179
adults_anonymized_k35_emph_age.csv,0.79219050680562231,0.61169655110870413,0.69031368398873982
adults_anonymized_k35_emph_race.csv,0.78797313814379621,0.61153069168610419,0.68861053077203915
adults_anonymized_k35_equal.csv,0.78228852490283696,0.70920364837978256,0.74394008687605861
adults_original_dataset.csv,0.87159556325672172,0.84301421036759849,0.85706571857534897
