weight_category,k-factor,f1_score
bias,100,0.507404681663
bias,20,0.604658235588
bias,200,0.518318386071
bias,5,0.717156629852
bias,50,0.621916216242
iml,10,0.466688255999
iml,100,0.408911078672
iml,20,0.443298427352
iml,200,0.288766979588
iml,5,0.49853514697
iml,50,0.431552239968
bias,10,0.514313602538
bias,100,0.461711341398
bias,20,0.468823076828
bias,200,0.33217888441
bias,5,0.571707548106
bias,50,0.446405009824
iml,10,0.515846325468
iml,100,0.41629574412
iml,20,0.472913854364
iml,200,0.335771532411
iml,5,0.547091101799
iml,50,0.484078123165
equal,10,0.501743750455
equal,100,0.410953566451
equal,20,0.459783193067
equal,200,0.296045804487
equal,5,0.539965435265
equal,50,0.415005595753
