weight_category,k-factor,f1_score
bias,20,0.764603512437
bias,200,0.662412320238
bias,5,0.765612303563
bias,50,0.753231811112
iml,10,0.65594218691
iml,100,0.668638746908
iml,20,0.670304387502
iml,200,0.653968579881
iml,5,0.650522825107
iml,50,0.671309063896
bias,10,0.724245979284
bias,100,0.693646118807
bias,20,0.716750416105
bias,200,0.637593339602
bias,5,0.72451430407
bias,50,0.72709449009
iml,10,0.678618806809
iml,100,0.674937220578
iml,20,0.688593091014
iml,200,0.653016093173
iml,5,0.6891547845
iml,50,0.681246796238
bias,10,0.658929431002
bias,100,0.659140051633
bias,20,0.656198731338
bias,200,0.653355095385
bias,5,0.647215414739
bias,50,0.636755880586
iml,10,0.647874276039
iml,100,0.646611510206
iml,20,0.657943966007
iml,200,0.652004077294
iml,5,0.657352196645
iml,50,0.680648619807
bias,10,0.751879670517
bias,100,0.71134369328
bias,20,0.744299203802
bias,200,0.633139752658
bias,5,0.774343562133
bias,50,0.733226838452
iml,10,0.681575144506
iml,100,0.666364813504
iml,20,0.677519461552
iml,200,0.653080628765
iml,5,0.687564093486
iml,50,0.685719082775
bias,10,0.722203048098
bias,100,0.711180178318
bias,20,0.716013409254
bias,200,0.629655535307
bias,5,0.734764690091
bias,50,0.748739977219
iml,10,0.66765396104
iml,100,0.666775273486
iml,20,0.683787559624
iml,200,0.65364547165
iml,5,0.687652193531
iml,50,0.696229086749
bias,10,0.79662777434
bias,100,0.76468263343
bias,20,0.788669214281
bias,200,0.714784781431
bias,5,0.793623239452
bias,50,0.791364160362
iml,10,0.661554438928
iml,100,0.662481355905
iml,20,0.673041951724
iml,200,0.653438461936
iml,5,0.671189383455
iml,50,0.679658560073
bias,10,0.730407841585
bias,100,0.707850874268
bias,20,0.718231057516
bias,200,0.624127143109
bias,5,0.737543323523
bias,50,0.74271269391
iml,10,0.684014738558
iml,100,0.668285814193
iml,20,0.688352593025
iml,200,0.647303196678
iml,5,0.686956826914
iml,50,0.677912543462
bias,10,0.700354229816
bias,100,0.652922542468
bias,20,0.68011398484
bias,200,0.628038851295
bias,5,0.700666846857
bias,50,0.69284645812
iml,10,0.673915309887
iml,100,0.667860722947
iml,20,0.670196463759
iml,200,0.650734522634
iml,5,0.68279325448
iml,50,0.678002812316
bias,10,0.652514762108
bias,100,0.645332601309
bias,20,0.665549661462
bias,200,0.646345383191
bias,5,0.657088944172
bias,50,0.662641685631
iml,10,0.659365065763
iml,100,0.665291873068
iml,20,0.66908318281
iml,200,0.652759755467
iml,5,0.658469489168
iml,50,0.671153108888
bias,10,0.698880805042
bias,100,0.640484950867
bias,20,0.711769647462
bias,200,0.642557719031
bias,5,0.728416168588
bias,50,0.682132653353
iml,10,0.668865324017
iml,100,0.667868373596
iml,20,0.680538560857
iml,200,0.652473597053
iml,5,0.691937891696
iml,50,0.686435651175
bias,10,0.750708549499
bias,100,0.696616783906
bias,20,0.729204271166
bias,200,0.658534568717
bias,5,0.75107657635
bias,50,0.723883803141
iml,10,0.653412613141
iml,100,0.655067816494
iml,20,0.666784258238
iml,200,0.65376210948
iml,5,0.644959512971
iml,50,0.681415345967
bias,10,0.795052422422
bias,100,0.751415958852
bias,20,0.781253153323
bias,200,0.712677714292
bias,5,0.795277261042
bias,50,0.766357036618
iml,10,0.659603254395
iml,100,0.665664672272
iml,20,0.669856148697
iml,200,0.653702120275
iml,5,0.676094201344
iml,50,0.675720156199
bias,10,0.691524038146
bias,100,0.676591557704
bias,20,0.698668203442
bias,200,0.65305729695
bias,5,0.706339404989
bias,50,0.671989963517
iml,10,0.681618297429
iml,100,0.680986426739
iml,20,0.6671875775
iml,200,0.653201921958
iml,5,0.682452079122
iml,50,0.681310923354
equal,10,0.676822594995
equal,100,0.661522453061
equal,20,0.666406011887
equal,200,0.644532491013
equal,5,0.67765158836
equal,50,0.686807658167
